account_id,account_no,account_type,product_name,currency,open_date,close_date,status,interest_rate,customer_id,branch_id
1473,00000001473,GIRO,Giro Bisnis,IDR,2011-10-06,,ACTIVE,7.17,976,8
1474,00000001474,TABUNGAN,Tabungan Bisnis,IDR,2014-06-17,2019-08-31,CLOSED,6.2,976,8
1475,00000001475,GIRO,Giro Bisnis,IDR,2020-12-17,,ACTIVE,6.79,977,2
1476,00000001476,TABUNGAN,Tabungan Reguler,IDR,2012-04-01,,ACTIVE,1.73,977,2
1477,00000001477,TABUNGAN,Tabungan Bisnis,IDR,2019-09-22,,ACTIVE,5.31,978,19
1478,00000001478,GIRO,Giro Reguler,IDR,2011-04-02,,DORMANT,2.86,979,21
1479,00000001479,GIRO,Giro Reguler,IDR,2018-07-25,,ACTIVE,5.22,979,21
1480,00000001480,TABUNGAN,Tabungan Reguler,IDR,2013-04-27,,ACTIVE,3.11,980,11
1481,00000001481,TABUNGAN,Tabungan Bisnis,IDR,2013-01-18,,ACTIVE,5.04,981,3
1482,00000001482,TABUNGAN,Tabungan Bisnis,IDR,2011-06-10,,ACTIVE,2.32,981,3
1483,00000001483,DEPOSITO,Deposito 3 Bulan,IDR,2016-05-11,,ACTIVE,3.21,982,12
1484,00000001484,TABUNGAN,Tabungan Junior,IDR,2022-05-21,,ACTIVE,1.24,983,1
1485,00000001485,DEPOSITO,Deposito 3 Bulan,IDR,2022-05-15,,ACTIVE,4.99,984,1
1486,00000001486,GIRO,Giro Valas,IDR,2011-10-28,,ACTIVE,4.41,984,1
1487,00000001487,DEPOSITO,Deposito 3 Bulan,IDR,2021-12-25,,ACTIVE,1.18,985,22
1488,00000001488,DEPOSITO,Deposito 6 Bulan,IDR,2011-08-30,,ACTIVE,1.22,985,22
1489,00000001489,DEPOSITO,Deposito 6 Bulan,IDR,2019-09-02,,ACTIVE,1.42,986,5
1490,00000001490,TABUNGAN,Tabungan Junior,IDR,2017-06-27,,ACTIVE,6.07,987,5
1491,00000001491,GIRO,Giro Reguler,IDR,2017-07-23,,ACTIVE,1.04,988,1
1492,00000001492,TABUNGAN,Tabungan Online,IDR,2023-10-12,,ACTIVE,1.31,988,1
1493,00000001493,GIRO,Giro Bisnis,IDR,2019-07-28,,ACTIVE,3.94,989,6
1494,00000001494,TABUNGAN,Tabungan Junior,IDR,2012-01-31,,ACTIVE,3.47,990,18
1495,00000001495,TABUNGAN,Tabungan Reguler,IDR,2012-06-22,,ACTIVE,5.87,990,18
1496,00000001496,TABUNGAN,Tabungan Reguler,IDR,2019-04-10,,DORMANT,1.87,991,10
1497,00000001497,TABUNGAN,Tabungan Bisnis,IDR,2010-07-12,,ACTIVE,2.68,992,6
1498,00000001498,DEPOSITO,Deposito 6 Bulan,IDR,2019-11-22,,ACTIVE,5.4,993,17
1499,00000001499,TABUNGAN,Tabungan Online,IDR,2022-02-01,,DORMANT,5.12,994,7
1500,00000001500,TABUNGAN,Tabungan Online,USD,2017-05-26,,ACTIVE,0.78,995,19
1501,00000001501,TABUNGAN,Tabungan Bisnis,IDR,2014-11-21,,ACTIVE,5.16,996,16
1502,00000001502,TABUNGAN,Tabungan Online,IDR,2011-03-18,,ACTIVE,4.44,996,16
1503,00000001503,TABUNGAN,Tabungan Bisnis,IDR,2022-03-27,,ACTIVE,1.05,997,23
1504,00000001504,TABUNGAN,Tabungan Junior,IDR,2017-08-12,,ACTIVE,0.68,998,21
1505,00000001505,GIRO,Giro Valas,USD,2013-01-13,,ACTIVE,3.62,999,14
1506,00000001506,TABUNGAN,Tabungan Reguler,IDR,2019-06-18,,ACTIVE,4.92,1000,4
1507,00000001507,TABUNGAN,Tabungan Online,IDR,2023-08-12,,ACTIVE,3.68,1000,4
1508,00000001508,TABUNGAN,Tabungan Bisnis,IDR,2010-10-02,,ACTIVE,1.35,1001,21
1509,00000001509,TABUNGAN,Tabungan Reguler,IDR,2021-08-28,,ACTIVE,6.92,1002,12
1510,00000001510,TABUNGAN,Tabungan Junior,IDR,2010-10-16,,ACTIVE,1.78,1002,12
1511,00000001511,TABUNGAN,Tabungan Junior,IDR,2020-11-22,,DORMANT,1.98,1003,24
1512,00000001512,TABUNGAN,Tabungan Bisnis,IDR,2019-10-22,,ACTIVE,1.18,1003,24
1513,00000001513,TABUNGAN,Tabungan Online,IDR,2020-08-26,,ACTIVE,3.77,1004,5
1514,00000001514,DEPOSITO,Deposito 6 Bulan,IDR,2021-06-26,,ACTIVE,5.58,1004,5
1515,00000001515,DEPOSITO,Deposito 12 Bulan,IDR,2017-12-22,,ACTIVE,4.69,1004,5
1516,00000001516,DEPOSITO,Deposito 1 Bulan,IDR,2016-08-03,,ACTIVE,6.86,1005,2
1517,00000001517,TABUNGAN,Tabungan Bisnis,IDR,2024-04-28,,ACTIVE,5.05,1006,12
1518,00000001518,TABUNGAN,Tabungan Online,IDR,2012-12-24,,ACTIVE,4.29,1007,19
1519,00000001519,DEPOSITO,Deposito 3 Bulan,IDR,2022-10-25,,ACTIVE,7.09,1007,19
1520,00000001520,TABUNGAN,Tabungan Reguler,IDR,2011-05-11,,DORMANT,2.33,1008,5
1521,00000001521,TABUNGAN,Tabungan Reguler,IDR,2016-02-11,,DORMANT,3.12,1008,5
1522,00000001522,TABUNGAN,Tabungan Junior,IDR,2015-01-01,,ACTIVE,3.11,1008,5
1523,00000001523,TABUNGAN,Tabungan Online,IDR,2024-02-21,,ACTIVE,0.71,1009,11
1524,00000001524,DEPOSITO,Deposito 12 Bulan,IDR,2013-09-10,,ACTIVE,1.94,1010,22
1525,00000001525,DEPOSITO,Deposito 3 Bulan,IDR,2019-12-19,,ACTIVE,3.38,1011,23
1526,00000001526,GIRO,Giro Valas,IDR,2013-06-01,,ACTIVE,2.6,1011,23
1527,00000001527,TABUNGAN,Tabungan Bisnis,IDR,2019-01-23,,DORMANT,1.34,1011,23
1528,00000001528,DEPOSITO,Deposito 6 Bulan,IDR,2024-01-23,,ACTIVE,4.53,1012,18
1529,00000001529,DEPOSITO,Deposito 1 Bulan,IDR,2018-02-19,,DORMANT,0.85,1012,18
1530,00000001530,TABUNGAN,Tabungan Bisnis,IDR,2022-12-10,,ACTIVE,6.57,1013,11
1531,00000001531,GIRO,Giro Valas,IDR,2010-09-20,,ACTIVE,6.09,1014,15
1532,00000001532,TABUNGAN,Tabungan Junior,IDR,2011-09-28,,ACTIVE,4.88,1015,3
1533,00000001533,TABUNGAN,Tabungan Online,IDR,2021-07-01,,ACTIVE,6.42,1015,3
1534,00000001534,GIRO,Giro Valas,IDR,2023-08-01,,ACTIVE,2.56,1016,22
1535,00000001535,TABUNGAN,Tabungan Reguler,IDR,2024-05-24,,ACTIVE,1.45,1016,22
1536,00000001536,DEPOSITO,Deposito 6 Bulan,IDR,2012-12-28,,DORMANT,5.87,1017,9
1537,00000001537,TABUNGAN,Tabungan Online,IDR,2020-12-30,,ACTIVE,2.42,1017,9
1538,00000001538,TABUNGAN,Tabungan Reguler,IDR,2023-02-28,,ACTIVE,5.01,1018,14
1539,00000001539,TABUNGAN,Tabungan Junior,IDR,2023-09-09,,ACTIVE,3.89,1019,23
1540,00000001540,GIRO,Giro Valas,IDR,2017-02-05,,ACTIVE,4.05,1019,23
1541,00000001541,TABUNGAN,Tabungan Online,IDR,2019-11-28,,ACTIVE,7.31,1020,21
1542,00000001542,TABUNGAN,Tabungan Junior,IDR,2022-11-26,,ACTIVE,4.74,1021,15
1543,00000001543,GIRO,Giro Bisnis,IDR,2020-09-23,2024-12-11,CLOSED,0.51,1022,24
1544,00000001544,GIRO,Giro Reguler,IDR,2022-12-14,,ACTIVE,1.78,1023,24
1545,00000001545,TABUNGAN,Tabungan Reguler,IDR,2014-05-25,2025-04-07,CLOSED,4.32,1024,1
1546,00000001546,TABUNGAN,Tabungan Bisnis,IDR,2019-06-04,,DORMANT,6.33,1025,21
1547,00000001547,DEPOSITO,Deposito 12 Bulan,IDR,2011-12-20,,ACTIVE,6.32,1026,15
1548,00000001548,DEPOSITO,Deposito 3 Bulan,IDR,2020-11-29,,ACTIVE,5.55,1027,11
1549,00000001549,TABUNGAN,Tabungan Online,IDR,2013-09-28,,ACTIVE,5.3,1027,11
1550,00000001550,TABUNGAN,Tabungan Bisnis,IDR,2021-01-06,,ACTIVE,6.78,1028,10
1551,00000001551,TABUNGAN,Tabungan Bisnis,IDR,2010-02-04,,ACTIVE,1.94,1029,17
1552,00000001552,DEPOSITO,Deposito 3 Bulan,IDR,2012-07-03,,DORMANT,3.09,1029,17
1553,00000001553,TABUNGAN,Tabungan Bisnis,IDR,2013-09-02,,ACTIVE,3.11,1030,7
1554,00000001554,DEPOSITO,Deposito 6 Bulan,IDR,2016-04-22,,ACTIVE,5.01,1031,7
1555,00000001555,TABUNGAN,Tabungan Junior,IDR,2012-03-14,,ACTIVE,1.74,1031,7
1556,00000001556,TABUNGAN,Tabungan Reguler,IDR,2021-01-07,,ACTIVE,6.14,1032,12
1557,00000001557,DEPOSITO,Deposito 1 Bulan,IDR,2011-05-02,,ACTIVE,2.71,1032,12
1558,00000001558,DEPOSITO,Deposito 12 Bulan,IDR,2019-08-12,,ACTIVE,4.72,1033,24
1559,00000001559,GIRO,Giro Reguler,IDR,2023-09-28,,ACTIVE,6.02,1033,24
1560,00000001560,DEPOSITO,Deposito 3 Bulan,IDR,2014-07-22,,ACTIVE,6.23,1034,25
1561,00000001561,TABUNGAN,Tabungan Online,IDR,2022-05-17,,ACTIVE,1.55,1035,6
1562,00000001562,GIRO,Giro Valas,IDR,2014-09-20,,ACTIVE,6.88,1036,19
1563,00000001563,TABUNGAN,Tabungan Reguler,IDR,2013-03-09,,ACTIVE,4.72,1037,24
1564,00000001564,DEPOSITO,Deposito 12 Bulan,IDR,2015-04-15,,ACTIVE,1.43,1038,4
1565,00000001565,DEPOSITO,Deposito 12 Bulan,IDR,2023-07-16,,ACTIVE,6.9,1038,4
1566,00000001566,TABUNGAN,Tabungan Junior,IDR,2014-09-05,,ACTIVE,4.82,1039,25
1567,00000001567,DEPOSITO,Deposito 3 Bulan,IDR,2018-11-07,,ACTIVE,1.8,1040,4
1568,00000001568,TABUNGAN,Tabungan Online,IDR,2020-01-31,,ACTIVE,5.92,1041,24
1569,00000001569,GIRO,Giro Bisnis,IDR,2015-02-19,,DORMANT,7.38,1042,1
1570,00000001570,TABUNGAN,Tabungan Online,IDR,2018-01-18,,ACTIVE,7.15,1042,1
1571,00000001571,DEPOSITO,Deposito 6 Bulan,IDR,2015-02-09,,ACTIVE,0.8,1043,24
1572,00000001572,TABUNGAN,Tabungan Reguler,IDR,2013-02-23,,ACTIVE,2.46,1044,3
1573,00000001573,GIRO,Giro Bisnis,IDR,2021-03-04,,ACTIVE,5.96,1045,19
1574,00000001574,DEPOSITO,Deposito 1 Bulan,IDR,2019-03-04,,ACTIVE,0.65,1046,17
1575,00000001575,TABUNGAN,Tabungan Online,IDR,2020-08-07,,ACTIVE,4.36,1047,2
1576,00000001576,TABUNGAN,Tabungan Bisnis,IDR,2018-11-25,,ACTIVE,4.37,1048,17
1577,00000001577,TABUNGAN,Tabungan Bisnis,IDR,2015-01-31,,ACTIVE,0.56,1049,17
1578,00000001578,DEPOSITO,Deposito 12 Bulan,IDR,2023-12-13,,ACTIVE,5.4,1049,17
1579,00000001579,TABUNGAN,Tabungan Bisnis,IDR,2024-06-18,,DORMANT,0.95,1050,3
1580,00000001580,TABUNGAN,Tabungan Online,IDR,2016-12-18,,ACTIVE,4.75,1051,3
1581,00000001581,TABUNGAN,Tabungan Bisnis,IDR,2016-06-09,,ACTIVE,2.56,1052,4
1582,00000001582,TABUNGAN,Tabungan Online,IDR,2011-05-19,,ACTIVE,1.49,1053,7
1583,00000001583,GIRO,Giro Bisnis,IDR,2011-11-24,,ACTIVE,0.74,1054,18
1584,00000001584,TABUNGAN,Tabungan Bisnis,IDR,2013-01-17,,ACTIVE,3.83,1055,17
1585,00000001585,DEPOSITO,Deposito 12 Bulan,IDR,2020-07-20,,ACTIVE,4.26,1056,4
1586,00000001586,TABUNGAN,Tabungan Junior,IDR,2012-06-05,,ACTIVE,4.66,1057,9
1587,00000001587,GIRO,Giro Reguler,IDR,2021-07-26,,DORMANT,0.76,1058,9
1588,00000001588,TABUNGAN,Tabungan Reguler,USD,2011-03-24,2024-12-12,CLOSED,3.06,1059,13
1589,00000001589,TABUNGAN,Tabungan Junior,IDR,2022-10-01,,ACTIVE,2.29,1060,6
1590,00000001590,TABUNGAN,Tabungan Junior,IDR,2019-10-13,,ACTIVE,5.7,1060,6
1591,00000001591,DEPOSITO,Deposito 1 Bulan,IDR,2016-12-07,,ACTIVE,4.5,1061,18
1592,00000001592,TABUNGAN,Tabungan Junior,IDR,2020-01-12,,ACTIVE,4.36,1062,8
1593,00000001593,DEPOSITO,Deposito 1 Bulan,IDR,2017-05-03,,ACTIVE,5.12,1063,22
1594,00000001594,DEPOSITO,Deposito 1 Bulan,IDR,2018-04-14,,ACTIVE,1.96,1064,19
1595,00000001595,TABUNGAN,Tabungan Online,IDR,2011-06-06,,ACTIVE,4.02,1064,19
1596,00000001596,GIRO,Giro Valas,IDR,2014-04-12,,ACTIVE,2.1,1065,6
1597,00000001597,TABUNGAN,Tabungan Online,IDR,2016-03-06,,ACTIVE,4.58,1066,4
1598,00000001598,DEPOSITO,Deposito 3 Bulan,IDR,2018-11-23,,ACTIVE,4.37,1067,7
1599,00000001599,TABUNGAN,Tabungan Bisnis,IDR,2018-02-02,,ACTIVE,0.87,1067,7
1600,00000001600,TABUNGAN,Tabungan Online,IDR,2022-10-22,,ACTIVE,4.32,1068,21
1601,00000001601,DEPOSITO,Deposito 6 Bulan,IDR,2022-09-21,,ACTIVE,4.34,1068,21
1602,00000001602,TABUNGAN,Tabungan Junior,IDR,2016-02-10,,DORMANT,3.5,1068,21
1603,00000001603,GIRO,Giro Reguler,IDR,2011-07-23,,ACTIVE,7.09,1069,18
1604,00000001604,TABUNGAN,Tabungan Bisnis,IDR,2015-09-08,,ACTIVE,3.29,1069,18
1605,00000001605,TABUNGAN,Tabungan Reguler,IDR,2015-01-18,2023-11-10,CLOSED,3.25,1069,18
1606,00000001606,TABUNGAN,Tabungan Reguler,IDR,2016-02-08,,ACTIVE,1.47,1070,7
1607,00000001607,TABUNGAN,Tabungan Online,IDR,2017-07-03,,ACTIVE,3.53,1071,22
1608,00000001608,TABUNGAN,Tabungan Reguler,IDR,2018-01-28,2021-12-27,CLOSED,6.47,1071,22
1609,00000001609,GIRO,Giro Valas,IDR,2019-08-09,,ACTIVE,6.13,1072,22
1610,00000001610,DEPOSITO,Deposito 6 Bulan,IDR,2015-07-30,,ACTIVE,1.56,1072,22
1611,00000001611,DEPOSITO,Deposito 6 Bulan,IDR,2010-12-08,,ACTIVE,6.04,1073,14
1612,00000001612,GIRO,Giro Reguler,IDR,2010-05-30,,ACTIVE,5.97,1074,10
1613,00000001613,GIRO,Giro Bisnis,IDR,2011-08-07,,ACTIVE,2.1,1074,10
1614,00000001614,TABUNGAN,Tabungan Junior,IDR,2024-03-08,,ACTIVE,5.22,1075,24
1615,00000001615,GIRO,Giro Valas,IDR,2014-04-24,,ACTIVE,6.49,1076,9
1616,00000001616,DEPOSITO,Deposito 6 Bulan,IDR,2022-01-19,,ACTIVE,3.94,1077,12
1617,00000001617,TABUNGAN,Tabungan Junior,IDR,2014-08-26,,ACTIVE,1.76,1078,25
1618,00000001618,GIRO,Giro Bisnis,IDR,2015-12-05,,ACTIVE,6.79,1078,25
1619,00000001619,DEPOSITO,Deposito 1 Bulan,IDR,2018-10-22,,DORMANT,6.94,1078,25
1620,00000001620,TABUNGAN,Tabungan Bisnis,IDR,2018-01-30,,ACTIVE,2.01,1079,24
1621,00000001621,GIRO,Giro Reguler,IDR,2018-05-10,,ACTIVE,2.39,1080,25
1622,00000001622,TABUNGAN,Tabungan Reguler,USD,2020-03-08,,ACTIVE,7.27,1081,5
1623,00000001623,TABUNGAN,Tabungan Reguler,IDR,2023-11-21,,ACTIVE,7.36,1081,5
1624,00000001624,TABUNGAN,Tabungan Reguler,USD,2017-10-18,,ACTIVE,3.34,1082,1
1625,00000001625,DEPOSITO,Deposito 1 Bulan,IDR,2023-04-28,,ACTIVE,6.57,1082,1
1626,00000001626,TABUNGAN,Tabungan Online,IDR,2019-04-23,,ACTIVE,3.03,1083,20
1627,00000001627,TABUNGAN,Tabungan Online,IDR,2017-06-17,,DORMANT,3.97,1084,1
1628,00000001628,GIRO,Giro Bisnis,IDR,2018-02-01,,ACTIVE,5.14,1084,1
1629,00000001629,TABUNGAN,Tabungan Reguler,IDR,2015-03-24,,ACTIVE,3.17,1085,12
1630,00000001630,DEPOSITO,Deposito 1 Bulan,IDR,2016-12-12,,ACTIVE,2.68,1086,6
1631,00000001631,TABUNGAN,Tabungan Online,IDR,2022-04-22,,ACTIVE,7.08,1086,6
1632,00000001632,TABUNGAN,Tabungan Bisnis,IDR,2014-08-20,,ACTIVE,5.24,1086,6
1633,00000001633,GIRO,Giro Bisnis,IDR,2012-07-20,,ACTIVE,4.05,1087,18
1634,00000001634,TABUNGAN,Tabungan Junior,IDR,2016-11-17,,ACTIVE,2.09,1088,15
1635,00000001635,TABUNGAN,Tabungan Reguler,IDR,2020-10-28,,DORMANT,3.35,1089,2
1636,00000001636,TABUNGAN,Tabungan Bisnis,IDR,2013-10-25,,ACTIVE,7.13,1089,2
1637,00000001637,TABUNGAN,Tabungan Bisnis,IDR,2012-09-11,,ACTIVE,2.63,1090,2
1638,00000001638,DEPOSITO,Deposito 6 Bulan,IDR,2020-01-14,,ACTIVE,4.77,1090,2
1639,00000001639,GIRO,Giro Bisnis,IDR,2012-05-04,,ACTIVE,4.63,1091,24
1640,00000001640,TABUNGAN,Tabungan Junior,IDR,2018-08-19,,ACTIVE,2.8,1092,6
1641,00000001641,TABUNGAN,Tabungan Bisnis,IDR,2021-05-08,2023-02-14,CLOSED,1.05,1092,6
1642,00000001642,TABUNGAN,Tabungan Junior,IDR,2016-06-28,,ACTIVE,2.68,1093,1
1643,00000001643,TABUNGAN,Tabungan Online,IDR,2010-02-19,,ACTIVE,3.66,1093,1
1644,00000001644,GIRO,Giro Reguler,IDR,2015-08-26,,ACTIVE,7.5,1094,7
1645,00000001645,GIRO,Giro Reguler,IDR,2017-11-03,,ACTIVE,4.79,1094,7
1646,00000001646,TABUNGAN,Tabungan Bisnis,USD,2018-07-07,,ACTIVE,3.82,1095,9
1647,00000001647,GIRO,Giro Valas,IDR,2021-08-12,,ACTIVE,1.0,1096,10
1648,00000001648,TABUNGAN,Tabungan Online,IDR,2010-05-08,,ACTIVE,5.0,1097,8
1649,00000001649,TABUNGAN,Tabungan Bisnis,IDR,2017-09-25,,ACTIVE,5.33,1098,19
1650,00000001650,TABUNGAN,Tabungan Junior,IDR,2017-05-01,,ACTIVE,3.19,1098,19
1651,00000001651,GIRO,Giro Bisnis,IDR,2013-12-03,,ACTIVE,4.12,1099,19
1652,00000001652,TABUNGAN,Tabungan Reguler,IDR,2021-09-03,,ACTIVE,4.21,1100,8
1653,00000001653,TABUNGAN,Tabungan Reguler,IDR,2014-05-20,,ACTIVE,3.69,1101,6
1654,00000001654,TABUNGAN,Tabungan Online,IDR,2016-12-28,,ACTIVE,2.15,1101,6
1655,00000001655,GIRO,Giro Valas,IDR,2010-01-22,,ACTIVE,4.8,1102,25
1656,00000001656,DEPOSITO,Deposito 12 Bulan,IDR,2011-11-17,,ACTIVE,1.74,1102,25
1657,00000001657,GIRO,Giro Reguler,IDR,2015-05-14,,ACTIVE,1.66,1103,19
1658,00000001658,GIRO,Giro Valas,IDR,2014-12-24,,ACTIVE,6.32,1103,19
1659,00000001659,GIRO,Giro Reguler,IDR,2011-01-03,,ACTIVE,1.98,1104,1
1660,00000001660,TABUNGAN,Tabungan Bisnis,IDR,2019-05-20,,ACTIVE,7.26,1105,9
1661,00000001661,TABUNGAN,Tabungan Online,IDR,2014-09-10,,ACTIVE,6.4,1105,9
1662,00000001662,TABUNGAN,Tabungan Bisnis,IDR,2023-10-14,,ACTIVE,3.16,1106,7
1663,00000001663,TABUNGAN,Tabungan Online,IDR,2023-09-07,,ACTIVE,0.58,1107,9
1664,00000001664,TABUNGAN,Tabungan Online,IDR,2015-06-09,,ACTIVE,4.76,1108,14
1665,00000001665,TABUNGAN,Tabungan Bisnis,IDR,2019-09-28,,DORMANT,7.35,1109,12
1666,00000001666,TABUNGAN,Tabungan Junior,IDR,2018-02-02,,ACTIVE,1.39,1109,12
1667,00000001667,DEPOSITO,Deposito 6 Bulan,IDR,2014-02-09,,ACTIVE,4.76,1110,2
1668,00000001668,DEPOSITO,Deposito 6 Bulan,IDR,2014-03-18,,ACTIVE,6.63,1110,2
1669,00000001669,TABUNGAN,Tabungan Online,IDR,2013-06-28,,ACTIVE,1.73,1111,10
1670,00000001670,GIRO,Giro Bisnis,IDR,2020-04-13,,ACTIVE,6.42,1112,10
1671,00000001671,DEPOSITO,Deposito 3 Bulan,IDR,2017-06-21,,ACTIVE,3.35,1113,8
1672,00000001672,TABUNGAN,Tabungan Reguler,IDR,2020-03-08,,ACTIVE,1.39,1113,8
1673,00000001673,TABUNGAN,Tabungan Online,IDR,2024-06-11,,ACTIVE,5.94,1114,14
1674,00000001674,TABUNGAN,Tabungan Junior,IDR,2011-08-27,,ACTIVE,5.23,1115,12
1675,00000001675,TABUNGAN,Tabungan Junior,IDR,2020-03-08,,ACTIVE,7.29,1115,12
1676,00000001676,TABUNGAN,Tabungan Bisnis,IDR,2018-02-13,,ACTIVE,1.85,1116,16
1677,00000001677,TABUNGAN,Tabungan Reguler,IDR,2017-08-14,,ACTIVE,5.26,1117,8
1678,00000001678,GIRO,Giro Reguler,IDR,2019-06-03,,ACTIVE,4.23,1118,9
1679,00000001679,DEPOSITO,Deposito 6 Bulan,IDR,2013-05-27,,DORMANT,3.83,1119,20
1680,00000001680,TABUNGAN,Tabungan Reguler,IDR,2010-05-21,,ACTIVE,0.64,1120,13
1681,00000001681,TABUNGAN,Tabungan Bisnis,USD,2013-02-19,,ACTIVE,1.18,1121,18
1682,00000001682,DEPOSITO,Deposito 3 Bulan,IDR,2021-06-26,,ACTIVE,2.32,1122,7
1683,00000001683,TABUNGAN,Tabungan Online,IDR,2012-11-02,,ACTIVE,3.39,1122,7
1684,00000001684,TABUNGAN,Tabungan Bisnis,IDR,2012-07-21,,ACTIVE,2.85,1123,11
1685,00000001685,TABUNGAN,Tabungan Online,IDR,2015-12-25,,ACTIVE,3.96,1123,11
1686,00000001686,DEPOSITO,Deposito 1 Bulan,IDR,2010-09-22,,ACTIVE,5.83,1123,11
1687,00000001687,TABUNGAN,Tabungan Junior,IDR,2019-06-25,,ACTIVE,5.3,1124,17
1688,00000001688,TABUNGAN,Tabungan Reguler,IDR,2016-01-11,,ACTIVE,6.26,1125,2
1689,00000001689,TABUNGAN,Tabungan Online,IDR,2011-12-11,2019-08-06,CLOSED,3.68,1126,18
1690,00000001690,DEPOSITO,Deposito 6 Bulan,IDR,2012-03-31,,ACTIVE,7.42,1127,18
1691,00000001691,GIRO,Giro Reguler,IDR,2019-10-21,,ACTIVE,1.78,1128,21
1692,00000001692,GIRO,Giro Valas,IDR,2016-05-17,2023-12-15,CLOSED,4.86,1129,22
1693,00000001693,DEPOSITO,Deposito 1 Bulan,IDR,2019-09-22,,ACTIVE,3.87,1130,13
1694,00000001694,DEPOSITO,Deposito 12 Bulan,IDR,2019-10-17,,ACTIVE,2.02,1130,13
1695,00000001695,TABUNGAN,Tabungan Reguler,IDR,2022-10-10,,ACTIVE,2.53,1131,25
1696,00000001696,GIRO,Giro Reguler,IDR,2016-02-14,,ACTIVE,4.69,1132,13
1697,00000001697,TABUNGAN,Tabungan Reguler,IDR,2010-10-23,,ACTIVE,6.44,1132,13
1698,00000001698,TABUNGAN,Tabungan Junior,IDR,2021-08-28,,DORMANT,1.98,1132,13
1699,00000001699,TABUNGAN,Tabungan Online,IDR,2020-08-15,2023-06-14,CLOSED,3.54,1133,5
1700,00000001700,DEPOSITO,Deposito 6 Bulan,IDR,2018-04-11,,ACTIVE,1.63,1134,12
1701,00000001701,GIRO,Giro Reguler,IDR,2017-12-14,,ACTIVE,6.4,1135,4
1702,00000001702,DEPOSITO,Deposito 6 Bulan,IDR,2019-01-11,,ACTIVE,2.88,1136,1
1703,00000001703,TABUNGAN,Tabungan Reguler,USD,2011-01-06,,ACTIVE,3.73,1137,19
1704,00000001704,TABUNGAN,Tabungan Bisnis,IDR,2022-07-01,,ACTIVE,4.76,1138,8
1705,00000001705,DEPOSITO,Deposito 3 Bulan,IDR,2016-09-18,,ACTIVE,2.44,1139,22
1706,00000001706,TABUNGAN,Tabungan Junior,IDR,2013-09-30,,ACTIVE,7.03,1139,22
1707,00000001707,GIRO,Giro Valas,USD,2011-01-07,,ACTIVE,4.87,1139,22
1708,00000001708,DEPOSITO,Deposito 1 Bulan,IDR,2010-12-31,,ACTIVE,5.54,1140,4
1709,00000001709,DEPOSITO,Deposito 1 Bulan,IDR,2023-02-12,,ACTIVE,1.23,1141,14
1710,00000001710,TABUNGAN,Tabungan Bisnis,IDR,2018-01-13,,ACTIVE,2.19,1141,14
1711,00000001711,TABUNGAN,Tabungan Online,IDR,2013-08-16,,ACTIVE,2.28,1142,10
1712,00000001712,TABUNGAN,Tabungan Junior,IDR,2019-03-29,,ACTIVE,2.03,1143,3
1713,00000001713,DEPOSITO,Deposito 3 Bulan,IDR,2013-12-31,,ACTIVE,0.59,1143,3
1714,00000001714,TABUNGAN,Tabungan Reguler,IDR,2010-08-03,,ACTIVE,2.44,1144,3
1715,00000001715,TABUNGAN,Tabungan Online,IDR,2022-10-24,,ACTIVE,4.88,1145,16
1716,00000001716,GIRO,Giro Reguler,IDR,2021-04-14,,ACTIVE,4.34,1146,22
1717,00000001717,TABUNGAN,Tabungan Bisnis,IDR,2018-08-14,,ACTIVE,4.26,1147,23
1718,00000001718,GIRO,Giro Valas,IDR,2010-01-14,,ACTIVE,5.44,1148,2
1719,00000001719,DEPOSITO,Deposito 6 Bulan,IDR,2019-10-07,,ACTIVE,6.31,1148,2
1720,00000001720,TABUNGAN,Tabungan Junior,IDR,2011-09-05,,ACTIVE,1.45,1149,22
1721,00000001721,TABUNGAN,Tabungan Online,IDR,2015-05-14,,ACTIVE,2.66,1150,15
1722,00000001722,TABUNGAN,Tabungan Bisnis,IDR,2020-06-28,,ACTIVE,3.07,1150,15
1723,00000001723,GIRO,Giro Bisnis,IDR,2013-02-07,2015-09-05,CLOSED,2.09,1151,3
1724,00000001724,TABUNGAN,Tabungan Online,IDR,2017-07-20,,ACTIVE,6.91,1152,8
1725,00000001725,TABUNGAN,Tabungan Bisnis,IDR,2011-07-28,,ACTIVE,2.09,1153,2
1726,00000001726,DEPOSITO,Deposito 12 Bulan,IDR,2016-10-02,,ACTIVE,3.08,1154,24
1727,00000001727,TABUNGAN,Tabungan Reguler,USD,2023-04-20,,ACTIVE,5.07,1155,2
1728,00000001728,TABUNGAN,Tabungan Reguler,IDR,2022-10-01,,ACTIVE,2.9,1155,2
1729,00000001729,GIRO,Giro Reguler,IDR,2019-09-10,,ACTIVE,6.85,1156,8
1730,00000001730,TABUNGAN,Tabungan Bisnis,IDR,2017-05-16,,ACTIVE,5.78,1156,8
1731,00000001731,TABUNGAN,Tabungan Bisnis,IDR,2017-04-17,,ACTIVE,1.81,1157,22
1732,00000001732,GIRO,Giro Valas,IDR,2023-09-26,,ACTIVE,2.99,1158,25
1733,00000001733,GIRO,Giro Reguler,USD,2020-03-25,,ACTIVE,1.73,1158,25
1734,00000001734,GIRO,Giro Bisnis,IDR,2010-01-02,,DORMANT,2.52,1159,4
